keywords,context,text
arm#mountain#top#raise,The,The mountains were raised to the top of the arches of the Great Wall of China in 1989.
give#instruction#machine#sew,The,"The machine was given instructions to sew up the holes in the fabric, and it did so quickly."
hold#animal#stuff#stand,The,The animal is holding a stuffed toy that is standing on it's hind legs with it's mouth.
weight#lift#bar#end,The,"The bar lifted, and she ended up with a heavy weight on her back as she went down."
jump#beach#dog#wave,The,"The beach is a popular spot for dog-walkers, and the waves can be very high."
trick#perform#air#snowboarder,The,"The snowboarder has also performed in the United States, Canada, Australia, and New Zealand."
cover#ground#dog#run,The,"The dog runs around the ground and covers itself with a blanket, then buries itself in it."
street#fill#pedestrian#car,The,"The street filled with cars, pedestrians, and bikers, as well as police cars on bicycles."
vend#machine#front#stand,The,The machine is in front of a Vending machine that is standing next to a mannequin.
board#bounce#pool#dive,The,"The pool has two bounce boards, one for men and one for women, and a diving board."
tattoo#say#regret#hand,The,"The man is said to have regretted his hand in the incident, with a tattoo on his wrist."
carry#board#surfer#beach,The,"The board is carried out by the Surfer's Board, which is made up of the beach."
smile#wear#hat#stand,The,The man is wearing a hat that has a tear in it and he is standing on the sidewalk.
pole#wear#hold#hat,The,The woman is wearing a hat that has been held up by a pole in the middle of it.
race#jockey#track#horse,The,The race was the first race of the race track for the jockey to win a horse race.
celebrate#restaurant#friend#birthday,The,"The restaurant celebrated its 50th birthday with a party for friends and family on June 27, 2019."
sit#leg#shave#edge,The,"The legs are long and wide, while the rear edge is shaved to a short and wide sitting position."
work#spark#night#fly,The,"The next night, he flew to New York City to work with Sparks on ""This Is It""."
tooth#brush#stand#sink,The,"The man is standing next to a sink, with a brush, toothbrush and other items."
toy#catch#jump#air,The,The airline was caught off guard by the high jump and air-tourist attraction's success.
picture#couple#pose#front,The,The couple posed in front of a nude picture of their daughter on the wall of their new home.
water#sail#fall#boat,The,The boat fell into the water and was sailing in the opposite direction when it was struck early morning.
carry#flag#arena#wear,The,The flag is carried by the women wearing the national flag at an outdoor sports arena on May 30.
tissue#toddler#blow#nose,The,"The toddler was blown away by the nosebleed, which caused him to tissue his throat."
surf#wave#background#music,The,"The music video for ""Surf"" was background music for the first wave of the 2006 season."
give#instruction#lay#carpet,The,The man lays on the carpet and gives instructions to his wife and child to go to the bathroom.
run#basket#collect#egg,The,"The eggs are collected in a basket, which is then ran down the stairs to the lower level."
air#leg#kick#dance,The,"The legs kick up and dance in the air, while the legs of the man who is doing it."
park#car#building#front,The,"The car parked in front of the building, which is unstaffed, is empty of cars."
hand#music#pen#table,The,The table below shows the number of works in each pen and the music in which they were hand.
push#controller#button#hold,The,The button is held down until the controller is pushed away from the face of the button by pressing.
table#napkin#stand#fold,The,The man is standing on a table with a napkin and folded up napkin next to him.
laugh#piece#tear#paper,The,"The piece is about a man who is trying to tear down the paper, and he is laughing."
piece#machine#put#paper,The,"The paper puts forward a number of pieces of evidence to support this view, including machine learning algorithms."
wear#pool#suit#jump,The,"The pool is wearing a white suit and jumpsuit, and the man is wearing an orange suit."
head#pet#hand#cat,The,The cat is out of the bag with a hand-painted mural on a petting zoo headed.
bucket#stomp#grape#stand,The,"The Buckets of grapes are long and wide, standing up to three feet high and nine feet."
trainer#run#course#dog,The,The dog ran over the course of a few minutes with the trainer attached to it's tail.
discus#throw#meet#watch,The,"The two men are watching a discus throw, and they meet in the middle of the track."
stick#drop#fire#juggle,The,"The man was then dropped off at the fire station, where he was stuck on the juggle."
write#number#pop#balloon,The,"The balloons were written in a number of pop culture references, such as ""The Wizard of Oz""."
snow#road#plow#tractor,The,The road is plowed by tractor-trailers and snowmobiles on a snowy and icy morning.
stuff#animal#push#cart,The,"The animal is pushing the cart, but it is not ready to be stuffed into a wooden box."
fish#snow#catch#flop,The,"The snowflakes are caught in a flop, fish out of the water and drown themselves."
keep#kick#ball#air,The,The ball was kicked into the air and it kept on the air for a long time until it.
face#apply#lotion#rub,The,"The face is applied to the face, with a lotion or rub-on to the skin."
cut#saw#wood#hold,The,The man is holding a sawed-off shotgun and cutting wood with it during the early morning.
look#lab#scientist#microscope,The,The lab is looking at the microscope and the scientist is doing what he or she is going to.
street#walk#pose#picture,The,The man in the picture is posing with a walkie-talkie on the street near the scene.
knuckle#crack#hand#finger,The,The man is then knelt down by the hand of someone with a crack in his finger nearby.
stand#fly#beach#kite,The,The kite is flying low over the beach and is standing on the edge of the waterline.
sit#table#stand#room,The,"The sitting room is decorated with a wooden table, two chairs, and a stand in the middle."
trapeze#net#fall#practice,The,"The net fell to the ground in practice, and it was reported that Trapeze was injured."
ride#picture#camel#take,The,The ride takes a picture of the camel with the rider's name on it and then shows it.
read#newspaper#work#way,The,The newspaper reads that the way to read the work is through the text of the work itself rather than through
wash#water#hand#turn,The,"The water turns yellow, and the hand is washed away by the light of the sun's rays."
roof#gutter#clean#stand,The,The roof of a gutter is made of brick and stands to be cleaned by the local council.
puddle#water#dog#splash,The,The dog splashes into the water and puddles up in the mud with a splash of water.
ball#beach#dog#carry,The,The dog is carried by a ballerina on her way to the beach with her new dog.
player#game#shoot#goal,The,The game was one of the best goals of the shoot-out between the two former league players.
river#bungee#bridge#jump,The,The bungee jump bridge over the river is one of the most famous in the United States today.
couple#walk#fall#tree,The,The couple fell in love and were walking down the aisle in a grove of trees in autumn.
street#carry#cone#worker,The,The workers are carried out of the building by a street worker with a cone on his head called.
paper#pen#calligraphy#write,The,"The paper was written by the pen name ""Calligraphy"" and was published in 1883."
fire#juggle#light#ball,The,"The ball was juggled, the fire lit up the sky, and the ball returned to him."
chop#piece#axe#wood,The,"The piece of wood was chipped, and the axe was broken in several pieces on the ground."
class#project#front#present,The,The project was presented in front of the Class of 2021 at the University of South Florida in St.
cage#hold#put#snake,The,"The snake is put in the cage, and the young man holds it by its snout long."
clean#follow#dog#pool,The,"The dog is clean and well cared for, following a regular grooming and swimming by the swimming pool."
car#lap#drive#sit,The,"The car sits on a lap, with a man driving it and a woman behind the steering wheel."
cross#vehicle#drive#street,The,"The vehicle crosses the street, driving through the intersection, and ends up in the middle of it."
burn#piece#image#wood,The,The image of a burning wood is a piece of art that has been used for centuries by people.
shoot#basketball#hoop#trampoline,The,The hoop is shot from the trampoline in the middle of the basketball court to create distance.
lay#bed#rub#foot,The,"The young man laying on the bed, with his foot on the headboard, rubs it."
chase#dog#rabbit#snow,The,"The dog is chasing a rabbit in the snow, and the dog chases it through the snow."
pack#suitcase#talk#clothe,The,The suit is the first time a suitcases packed with people has been brought to talk about clothes.
paper#spray#paint#piece,The,The paper paints a picture of a piece of equipment that has been spray-painted with the names.
sit#read#piano#music,The,The man is readying to sit on the piano and play music for the first time in years.
game#table#domino#sit,The,The table below is a list of all of the dominoes that will be sitting in the game.
bring#dog#toy#owner,The,"The dog is brought to the owner's house, where it is stuffed and put into a toy."
stick#twirl#end#fire,The,"The end of the twirling, the end of fire, the stick is gone from the world."
knife#orange#cut#slice,The,"The man cutting the slices with a knife, an orange and a red one, is in white."
ride#wheelie#pop#motorcycle,The,"The wheelie is a popular motorcycle ride in the United States, especially among pop-punk groups."
kite#fly#sky#park,The,"The sky is flying over the park, kites are flying, and there is a clear blue sky."
set#sit#drum#cymbal,The,The cymbals are set to sit on the drum and not be directly in contact with it.
fly#spark#weld#pipe,The,The pipe is welded to the front of the engine and the spark plugs are flown in overhead.
solve#instruction#give#cube,The,"The man is giving instructions to the cubes, which are being solved at the same time as him."
fetch#water#dog#ball,The,The dog is fetching the ball from the water and the dog is going to do it.
brush#hair#hand#face,The,The man with black hair and a beard is facing a medium-sized brush with his right hand.
stick#catch#beach#dog,The,The dog is caught by a man who is on a beach with his dog and two other dogs.
open#cork#wine#bottle,The,"The wine bottle was opened by the cork, and the bottle was quickly filled with red wine."
chip#beer#drink#eat,The,The man is eating a hot dog and drinking a beer with chips on the counter behind the counter.
basketball#shoot#basket#dribble,The,The men's basketball team was shot at by a man with a basket of basketballs after dribbling.
sle#race#dog#cheer,The,The dog is in the race to be the first sled dog to be trained for the Olympics cheerleading team
swim#pool#stroke#perform,The,The swimming pool has a stroke-swim function that can be performed by the man or woman.
shake#wear#suit#hand,The,"The man is wearing a suit, but he is shaking his hand and is not wearing any gloves."
count#table#money#sit,The,The table below shows the number of people sitting in the counting room and how many people are money.
wear#glove#wrap#bandage,The,"The bandage wraps around his left hand, and he is wearing a bandage over his glove."
glove#wear#dye#hair,The,"The hair is dyed red and the skin is wearing red, white, and blue gloves and boots."
music#watch#climb#wall,The,"The music was watched by more than 2 million people, and climbed to the top of the wall."
worker#jacket#wear#hat,The,"The man is wearing a hat and a black jacket, and has a workers' comp-style jacket."
coach#practice#basketball#gym,The,The men's basketball coach is practicing in the gym with his team at the University of Southern California.
sidewalk#stuff#walk#carry,The,The woman is carrying stuffed animals and walks with a sidewalk around the building with her hands.
ball#talk#demonstrate#juggle,The,"The man is shown on the ball, while the woman is talking to a juggler to demonstrate."
smoke#cigarette#walk#street,The,"The street is filled with cigarette smoke as people walk by, and there is a smoke billowing upward"
prepare#kitchen#chef#meal,The,"The meal was prepared by chefs at the kitchen of the restaurant, which is on the same floor."
track#run#number#greyhound,The,The track was also used in a number of greyhounds running in the United Kingdom in 2017.
watch#crowd#event#gather,The,"The crowd watched as a crowd of people gathered at an event on June 6, 2020, 2020."
perform#run#flip#wall,The,"The trick is to not run out of water, but to perform the flip on the tiled walls."
sit#movie#watch#couple,The,"The couple was watching the movie ""Drama"" while sitting on the couch in their living room."
fish#hand#tank#feed,The,"The larvae feed on the fish's blood, which is then handed over to them by the tank."
bull#ride#hand#air,The,"The bull is ready to go, and the air is riding on his hand-to-hand."
athlete#perform#meet#jump,The,"The athlete performs a high jump, and then meets the same athlete who did the same high jump."
snow#driveway#shovel#shovel,The,The shovel is used to shovel snow away from the driveway and out of the way of the driveway.
stretch#stand#arm#wall,The,The two men are standing in a stretched-out armchair on the wall of the living room.
graffiti#front#wall#sit,The,The walls of the front of the home are painted with graffiti that has been sitting on the walls.
hold#hand#lock#tool,The,The hand holding the tool is locked in place by a small screw on the other side of it.
tool#piece#rock#chip,The,The piece was also a tool to chip away at the hard-hitting rock music of the time.
run#hold#football#kick,The,The Football Association of Ireland (FAI) also held a kick-off for the league run.
pan#scramble#stove#egg,The,"The PAN is also trying to scramble eggs from the stove, but it is not clear if it."
gun#wear#helmet#sunglass,The,The man wearing a black sunglasses and a helmet is waving a gun at the crowd of several hundred.
place#cook#sausage#grill,The,The man is placing a grilled sausage on a plate and cooking it on a grill in the kitchen.
room#walk#phone#ear,The,The man's ears were broken and he was walking around with a phone in his hand in room.
photo#take#hat#wear,The,"The photo was taken in 1909, when the hat was worn by the Earl of Rosseau."
kid#throw#bunch#ball,The,"The kids are throwing a bunch of balls around, and they're getting ready to go to school."
routine#begin#jump#perform,The,"The film begins with the boy doing jumping jacks, performing a routine he learned from his father."
demonstrate#hand#napkin#fold,The,The man is demonstrating how to fold a napkin with his hands and then demonstrates how to do it.
piece#feed#machine#wood,The,"The larvae feed on wood pieces, but also on plant material such as tree roots and machine parts."
cup#hold#sit#couch,The,"The couch sits on the floor, holding a cup of coffee on a wooden table in the living room."
throw#target#bullseye#hatchet,The,The bullseye is on the hatchet and the target is being thrown down the gun barrel.
bike#woode#ride#area,The,The ride is a wooded area with a bike path through the woods to the top of it.
stomp#foot#barrel#grape,The,The barrel of the grape barrel is stomped by the foot of a man with dark glasses.
object#turn#throw#walk,The,"The object is to walk around and throw objects around, turn them over, and do other things."
yard#blower#use#leave,The,"The leaves are sometimes used as a blower for the yard, and sometimes as a mulch."
fall#snow#slope#ski,The,"The snow is falling down on the slopes of the ski slopes, and the snow is melting away."
stick#tongue#face#hair,The,The tongue is a stick with hair-like hairs on the face and in the back of it.
pig#turn#spit#roast,The,"The man turns and roars at the pig, who spit at him before roaring his anger."
work#machine#floor#sand,The,"The first floor is a work in progress, with a sand-and-earth floor and machine."
tree#sidewalk#walk#line,The,"The line walks down the sidewalk, past the trees, and into the alley between the two buildings."
dress#cross#street#wear,The,The woman is wearing a black dress with a cross on the front of the street in central Stockholm.
rope#tree#chainsaw#cut,The,"The tree was cut down by chainsaw and rope, but it was later re-branched."
hat#shirt#wear#sleep,The,The man wearing a black shirt is sleeping on a white teddy bear in a hat and gloves.
dish#wear#glove#wash,The,"The man is wearing a yellow shirt and brown gloves, and has washed up on the same dish."
water#balloon#throw#fill,The,"The balloon is filled with water, and the boy throws it into the water to make it float."
dance#performer#audience#stage,The,"The performers were all very young, and they were all dancing to the stage with an audience behind them."
hold#blow#fire#stick,The,"The man is holding a stick, and fires it, but it is blown away by the wind."
sit#binocular#look#floor,The,"The two of them sit on the floor, looking at the binoculars in front of them."
hand#throw#card#hold,The,"The cards are hand-painted, hand-held, and throw-back to the early days."
arm#table#wrestle#sit,The,The two men then sat in the arm of a man who wrestled the table away from them.
wait#sit#friend#arrive,The,"The man, who was waiting for his friend to sit down, arrived at the scene of the accident."
laugh#room#open#door,The,"The room was opened by a small door, which was closed by a man who had a laughing."
yawn#mouth#hand#cover,The,"The mouth is covered by a rippled forehead, which partially covers the lower half of her mouth."
use#object#tool#work,The,The object of the work is to use the tools of the scientific method to find out new things.
dance#shuffle#foot#music,The,"The music video was later shuffled back to its original dance music format, with only the foot."
motorcycle#wear#uniform#ride,The,"The man is wearing a black and white uniform, with a motorcycle riding through the middle of it."
jump#ramp#hill#ride,The,The ride was designed to jump-off from a hill at the front of the ride's ramp.
head#stand#move#leg,The,The head of the United Nations High Commissioner for Human Rights moved to stand in the legs of U.
game#floor#kid#sit,The,"The kids are sitting on the floor, and they are all playing video games together and they're."
stand#front#band#perform,The,"The band performed in front of a standing room only audience, with the band being accompanied by Dr."
welder#weld#metal#piece,The,"The piece was welded to the metal welder, which was then attached to the welder."
room#hair#brush#walk,The,The man with black hair is walking in the living room with a brush in one hand and drinking.
walk#dog#stick#tongue,The,"The dog is walking with a stick, tongue out, and she is trying to walk with it."
book#read#class#teacher,The,"The book was read by the teacher of the class at the time, who was also the editor."
mouth#snow#dog#walk,The,The dog walks around the mouth of the snow with his paw on the dog's head and dog.
bench#wife#sit#husband,The,"The wife sits on the bench, her husband is behind her and they are in the middle of."
cover#ramp#jump#graffiti,The,"The graffiti was covered with a high-pitched female voice, jumping up and down the ramp."
reach#swim#end#pool,The,The swimming pool has reached its maximum size and is at the end of its life-spans.
food#table#look#stand,The,The table below shows the number of food stand employees that look up to a man with a beard.
exercise#gym#machine#arm,The,"The gym was armed with a machine gun, but it was exercised only in the early morning hours."
mouth#object#carry#dog,The,The dog is capable of carrying objects up to and including the mouth and back of the dog's head.
computer#window#sit#front,The,"The computer sits in front of a glass window, with a monitor above it and a digital microscope."
table#blow#sit#cake,The,The cake is sitting on a table that has been blown up to make it look like it's.
street#officer#horse#ride,The,The horse was ridden through the streets of Paris by officers of the Royal Commission for the Protection of.
wait#board#train#crowd,The,"The crowd was waiting for the next train, which was on its way to the board of directors."
wax#strip#pull#chest,The,"The man pulls the strip out of his chest, then waxes it off with his hands."
beach#hat#wear#walk,The,"The beach is wearing a hat, and she walks up to the man who has been doing it."
sidewalk#walk#park#car,The,"The car is parked in the rear of the sidewalk, and walkers are using it to cross."
background#stand#music#crowd,The,The music video for the song was directed by a man standing in the background with a large crowd.
air#let#balloon#blow,The,The balloon was blown up in the air and let go by the pilot after it had risen above.
hand#demonstrate#bathroom#wash,The,The man is demonstrating how to wash a toilet with a hand-held sink in a bathroom stall.
brush#apply#lipstick#lip,The,"The lip is applied with a brush, then the lipstick is rinsed off with warm water."
ride#rope#hold#horse,The,"The horse is being held by the man who rides it, with a rope around his neck behind."
restaurant#order#sit#wait,The,The restaurant sits in the middle of a quiet street in order to wait for the police to arrive.
exercise#pull#weight#gym,The,"The gym pulls out its weights and exercise equipment, as well as the rest of the equipment needed."
son#teach#bike#ride,The,"The man is teaching his son how to ride a bike, but he is also using the bike."
step#sit#shoe#put,The,The man is putting a shoe on the step and then sits down on it with his feet up.
watermelon#eat#hold#hand,The,The man holds up a watermelon that is eating the other man's hand in mid-air.
blow#use#bubble#bottle,The,The bubbles were blown away by the use of a plastic bottle to seal them off from the liquid.
punch#wear#glove#bag,The,The man is wearing a bag over his face and has a bunch of black gloves on his hands.
driveway#ramp#bicycle#ride,The,"The ride is on the bike, the road is the ramp, and the bicycle is the ride."
tie#demonstrate#step#necktie,The,The third step is to demonstrate that the tie is tied by a necktie or by other items.
crowd#sword#swallow#performer,The,The young performer is in a crowd of young people who are swallowing the sword and getting ready for battle.
key#piano#press#sit,The,The piano sits in the corner of the room with the keys pressed against it and a wooden table.
apply#wax#hair#remove,The,The hair was removed and applied to the waxed skin of the man's body to create mold.
snow#ball#kid#roll,The,The ball was rolled to the kids and they were happy to see it go into the snowboard.
wear#climb#rock#pant,The,"The Panthers are wearing their third jersey of the season, and they're trying to climb out of rock."
blow#comb#hair#nose,The,"The black hair is blown by the wind, and the nose combed by a woman's hand."
dress#dance#music#lady,The,"The Lady of the Lake is a dance dress for women with long, wavy hair and music."
balance#pole#tightrope#walk,The,"The man balances on a tightrope while walking on a pole, balancing on a wooden pole."
push#table#stand#puck,The,The man is pushing a wooden table with a puck that is standing in the middle of the room.
catcher#slide#home#tag,The,"The catchers tag up at home plate, and the catchers slide down the first base line."
talk#phone#walk#toddler,The,"The toddler is talking to her mother, who is walking with her cell phone in her other hand."
spectator#bike#jump#watch,The,"The man jumped over the barricade, but was caught by spectators watching the bike race on television."
shuffle#deck#table#sit,The,"The deck is sitting on a table, and it has a shabby feel to it's appearance."
kiss#flower#hold#cheek,The,The flowers are on the cheek of a man holding a wreath and a kiss on the forehead.
kid#tree#pick#fruit,The,"The kids are picking up the fruits of their mother's tree, and they are getting ready for."
guitar#stage#shirt#wear,The,The man is wearing a black shirt and has a guitar on stage and is playing a dark guitar.
open#bottle#hit#wall,The,"The album opens with a bottle of water, which is hit on the wall by a shabby."
wave#surfer#wetsuit#catch,The,The waves of the surfers are caught in the wetsuit and they are not able to.
cross#stand#arm#look,The,"The cross is in the arms of a man, who looks to be standing on the same level."
tear#cheek#eye#roll,The,"The eye rolls, and she tears her eyes away from the cheek of the man in black."
vegetable#kitchen#chef#chop,The,The chef is cutting out the vegetables in his kitchen as he cuts out the meat himself.
doctor#demonstrate#blow#nose,The,The doctor demonstrates how to blow the nose with a needle and how to do it with a face.
sit#drum#table#pen,The,"The drum sits in a pen with a table and two chairs, and a clock on the wall."
lady#look#wear#shirt,The,"The man in black is wearing a red shirt, and looks to be in his early to mid twenties."
spray#can#wall#paint,The,The painting can be seen on the wall of the salon with sprays of paint on the walls.
walk#move#hand#continue,The,"The man continues to walk away, but the woman moves her hand closer to the man's face."
shirt#clean#window#wear,The,The man is wearing a red shirt and is clean-shaven with a light beard and window.
hold#walk#rope#pole,The,"The man is holding a rope around the pole, and is walking towards the man with his arms."
game#referee#whistle#blow,The,"The referee blows the final whistle for the game, and the two teams are separated by a single goal."
dog#return#owner#stick,The,"The dog is returned to its owner, who sticks it in a pen with other dogs until it."
dry#hand#dryer#wash,The,The dried up dried up dryer is washed up by the hand of a man in yellow robes.
ear#pain#pierce#feel,The,"The girl's ear was pierced with a needle, and she felt pain as she was stitched."
body#water#move#boat,The,"The water was moved to the bodies of the boatmen, who were then put in a boat."
pin#hold#balloon#pop,The,The balloons were held by a pop-up shop pinned to the roof of a building in Edinburgh.
shirt#smile#hair#wear,The,The woman is wearing black hair and a black shirt with a smile on it and has dark skin.
water#bird#wing#spread,The,The bird is spreading out to the wings of the dandelion and the water lily grows up.
store#front#sweep#sidewalk,The,"The front of the store has a sweeping view of the sidewalk, with a selection of local stores."
kiss#arm#neck#wrap,The,"The man wraps his arms around her neck and kisses her on the head, then drags her."
blow#lay#bubble#bed,The,The bed is laid out in a circle with the bubble being blown out of the middle of it.
dog#chase#move#broom,The,The dog is in good condition and was moved to a safe area where it can be rehomed.
use#tissue#wipe#nose,The,"The nose is also used to wipe tissue from the face, and it is commonly used in medicine."
tongue#lie#back#stick,The,The young man is lying on the back of a lorry stuck in a snow-tongue.
arm#work#weight#lift,The,"The man is working with the weight lifted from his arms and legs, and he is still alive."
jump#ball#air#hit,The,The ball was hit in the air and it jumped up to the third man on the same side.
stand#log#chop#axe,The,The man is standing in a log-jutting area and cutting an axe into the trees.
hang#paint#building#rope,The,"The building has been painted with a rope, hanging from the top of the building to the roof."
piece#floor#puzzle#put,The,"The pieces are put together, and the puzzle is complete on the second floor of the same room."
tree#branch#climb#jump,The,"The tree is climbing up the branch, and then it jumps down to the other side of it."
time#dog#snow#experience,The,"The first time snow was experienced in the area, a dog was killed by a snowboarder."
look#distance#hat#wear,The,"The man is wearing a hat and shorts, and looks to be in his early to mid distance."
compete#eat#hand#contest,The,"The two men compete in a hand-to-hand contest, with one of them eating something."
building#dog#watch#enter,The,The dog entered the building and was watched by a man who had come to the building to see.
referee#coin#flip#player,The,The player must flip the coin to decide which of the two players will be the referee for that round.
pick#truck#can#dump,The,"The man is picked up by a truck and dumped in the canals of Los Angeles, California."
beer#drink#talk#table,The,"The man is talking about a coffee table that he has been drinking, and the man is drinking."
hair#apply#dye#bathroom,The,The purple dye is applied to the hair in a small bathroom with a purple shower curtain over it.
bus#walk#street#front,The,The bus is parked in front of the bus stop and walking down the street to the bus terminal.
point#ride#film#view,The,"The film was viewed by 2,000 people at one point, riding on a platform in Harlem."
front#braid#sit#hair,The,"The braid is long, with long hair sitting in front of the head and braid above it."
paper#hand#fold#sheet,The,"The paper was handed over to the sheet-folding machine, which is now on its way."
stand#skip#river#rock,The,"The river is still frozen, but the skiers are standing on a rock that is about wide."
hold#sit#table#hand,The,The table below is a hand-made table that is sitting on a wooden table that was held.
question#hand#answer#raise,The,"The question raised by this is answered by the hand of God, who is the same in all."
balloon#twist#demonstrate#shape,The,"The balloon is shown in the shape of a heart, demonstrating that it is made of a twist."
toilet#wear#clean#glove,The,"The man is wearing a gloves to clean the toilet, and is cleaning it with a wooden ladle."
write#problem#explain#board,The,"The editorial board explained that writing about the problems of police brutality is ""a dangerous and dangerous job."
sheep#wool#clipper#shear,The,"The sheep are in the wool, the clippers are on the shears, and we are."
bag#hold#sidewalk#walk,The,The man is holding a bag that has a walk on the sidewalk in it and he's saying.
couple#hand#sidewalk#hold,The,The couple held a peaceful protest on the sidewalk in front of their home with hand-painted signs.
donut#kid#sit#eat,The,"The kids are eating donuts, and they are sitting on the couch and they don't want."
rink#routine#perform#skate,The,The boys are performing a routine in which they skate off the rinks to a set of drums.
kitchen#food#prepare#cook,The,The kitchen is prepared with dishes that cook up to 30% faster than the food that is served.
teach#give#dog#treat,The,"The dog is given a treat from the teacher, and the dog does not want to do it."
umbrella#hold#wear#dress,The,"The man in black dress is wearing a red and yellow umbrella, holding a yellow and red umbrella."
traffic#sit#bench#watch,The,"The traffic sits on the bench, while a man watches it from behind the closed gate of it."
headphone#listen#walk#music,The,The man is listening to music while walking with his head down and is not listening to his surroundings.
ride#watch#hat#bull,The,"The bull is watching the man with his hat, and riding up behind him is a white horse."
stick#pant#shirt#hold,The,"The man in the white shirt holds a black and white pant, with a stick in his hand."
bench#lady#stand#sit,The,"The ladies are sitting on the bench, and the boys are standing around them, playing with them."
straightener#use#hair#straighten,The,The straightener is used to straighten hair that is too short or has been cut off too close.
jean#jacket#street#walk,The,The man in black jacket is walking down the street with a black and white jeans and white jacket.
tree#swing#rope#water,The,The water is still strong enough to swing a tree with one of the ropes attached to the rope.
peel#hand#knife#orange,The,The orange-red pepperoni is cut in half and placed on a knife with the other hands.
hold#hand#pet#goat,The,The man is holding a black and white hand-painted goat on his lapel and petting it.
hit#golfer#hole#ball,The,The golfers hit a hole-in-one ball to the golfer on the third tee.
cymbal#stick#set#hit,The,"The song was set to be released as a single, but it was hit bycymbals."
strip#eyebrow#wax#apply,The,"The strip was applied to the eyebrows, which were waxed, and the rest of the face."
snow#wear#dog#coat,The,The dog is wearing a blue coat with snow on it's back and a red and white jacket.
bike#jean#shirt#ride,The,"The man in the shirt is a man, he rides a bike, and he is skinny jeans."
use#grind#machine#meat,The,"The meat is used to grind up the meat, which is then used to make sausages."
sleep#fire#front#dog,The,The dog is sleeping on the front of the couch and the fire hydrant is on the couch.
sit#enjoy#drink#bar,The,"The bar is also a popular spot for drinking, as it is enjoyed by both men and women."
wear#handle#glove#snake,The,"The man is wearing a snake-like glove, which is capable of handling up to and including."
bubble#wear#shirt#blow,The,"The man in black is wearing a white shirt, black shorts, and black cap with blown bubbles."
watch#drink#beer#game,The,"The game is watched by 2,000 to 3,000 people drinking beer at a local pub."
crowd#field#cheer#game,The,The crowd cheered as he played a game of scrabble in a field next to the stadium.
cheer#team#fan#game,The,The team is also in the final game of the regular season against the Philadelphia Eagles and their fans.
nose#dog#walk#lick,The,"The dog is licking the face of a man who is walking by, but does not seem to."
sit#dog#watch#owner,The,The dog sits by the owner and watches as the man gets ready to go to work in the morning.
floor#drop#lift#barbell,The,"The barbell is lifted up to the upper floor, and the man is dropped to the floor."
give#glisten#nod#eye,The,The glistening eyes that gave her a hint of the Virgin Mary's are on her face.
feed#milk#goat#bottle,The,The woman is feeding the goat with a bottle of milk from the trough in the yard of her home.
massage#table#lay#neck,The,The table below lays out the velocities at which neck massages are done in different countries.
worker#work#night#highway,The,"The work was done by the Federal Highway Administration, which worked with local workers at night to complete."
street#walk#meet#friend,The,The friends and family of George Floyd met with him on the street and walked him to the hospital.
leave#yard#blow#continue,The,The leaves were blowing in the wind and continuing to do so for a few more yards as well.
wine#glass#drink#hold,The,The man is holding a glass of wine and drinking it while he stares at the camera with glasses.
water#dog#drink#bowl,The,The dog is drinking from a bowl of water that is next to the couch and the other dog.
horse#jump#jockey#barrier,The,The horse jumped over the barrier and jockeyed up to the finish line to win the race.
mouth#put#pipe#smoke,The,The pipe is putting out smoke as it goes through the mouth of a man who is about to.
dip#paint#brush#paint,The,The painted dip is a brushed paint with a smooth surface that can be used to paint nails.
sit#couple#bench#view,The,"The couple's views on the bench are similar, and they sit on the same side of the bench."
look#wear#jacket#dog,The,"The dog is wearing a red jacket, and looks to be about the same age as the dog."
sit#ride#shoulder#unicycle,The,"The man is riding a unicycle, and sits on the shoulder of the bridge over the bridge."
dog#tooth#bare#run,The,"The dog runs through the woods barefoot, then rests for a short time with its toothpick."
skate#stick#hold#ice,The,The ice is holding on to the stick and skates up to the edge of the frozen lake.
dog#sit#harmonica#couch,The,"The dog sits on the couch, harmonica in one hand and a glass of water in the other."
bobsle#jump#run#push,The,"The boy is trying to jump over a bobsled, but he pushes it off the running track."
sock#wear#put#foot,The,"The man is wearing a long-socks, and puts his feet up on a wooden table."
room#watch#dance#sit,The,"The man is sitting in a room that looks like a dance hall, watched over by two men."
break#kick#board#hold,The,"The board held a series of meetings to kick off the process, which broke down into five rounds."
swim#touch#pool#wall,The,The swimming pool has been touch-and-go for a number of years on the east wall.
potato#hand#peel#peeler,The,The vegetable is ready to be peeled and boiled in a potato or other vegetable-based hand.
chair#look#sit#newspaper,The,The newspaper also sat on the chair of a young man who looked to be in his early twenties.
jump#rider#air#bike,The,"The rider jumped into the air, but the bike was too high for him to get a clear shot."
drive#street#walk#car,The,The car is driven by a man who walks around the streets of the city on a daily basis.
use#give#demonstrate#instruction,The,The instruction to demonstrate the use of the instruction is given in the figure below on the right hand.
side#game#watch#continue,The,"The game continued as if nothing had happened, as the two side-by-side watched each other."
appear#screen#word#logo,The,"The logo appears on the screen, and the word ""Just Born"" appears in the bottom right."
lap#ask#sit#hug,The,The man is asked to sit on the lap of a woman and hug her for a few seconds.
headphone#room#drum#wear,The,The man is wearing a headband with a drum in it in the living room of his home.
jean#shirt#sidewalk#walk,The,The man in black is walking down the sidewalk with a black and white shirt on jeans and white.
leg#lay#back#stretch,The,The leg stretch is done by laying down on the back with the right leg extended and the left.
